 ,Area,Mean,Min,Max,X,Y,Slice
1,0,337,337,337,245,391,11
2,0,342,342,342,255,382,11
3,0,390,390,390,178,455,11
4,0,353,353,353,204,430,11
5,0,440,440,440,237,246,29
6,0,380,380,380,246,234,29
7,0,463,463,463,280,209,36
8,0,716,716,716,286,200,36
9,0,339,339,339,179,342,32
10,0,346,346,346,186,332,32
11,0,336,336,336,269,365,11
12,0,330,330,330,276,358,11
13,0,457,457,457,355,143,13
14,0,326,326,326,367,123,13
