 ,Area,Mean,Min,Max,X,Y,Slice
1,0,334,334,334,212,172,57
2,0,268,268,268,216,167,57
3,0,302,302,302,273,109,57
4,0,221,221,221,285,97,57
5,0,393,393,393,334,434,27
6,0,250,250,250,346,415,27
7,0,914,914,914,271,394,12
8,0,230,230,230,279,386,12
9,0,244,244,244,291,374,12
10,0,832,832,832,299,366,12
11,0,273,273,273,364,389,28
12,0,334,334,334,375,373,28
13,0,320,320,320,266,256,28
14,0,246,246,246,274,245,28
